uf;municipio;evento;data_referencia;agente;arma;faixa_etaria;feminino;masculino;nao_informado;total_vitima;total;total_peso;abrangencia;formulario
SP;MONTE MOR;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTEIRO LOBATO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MORRO AGUDO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MORUNGABA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOTUCA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MURUTINGA DO SUL;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NANTES;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NÃO INFORMADO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NARANDIBA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NATIVIDADE DA SERRA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NAZARÉ PAULISTA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NEVES PAULISTA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NHANDEARA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;NIPOÃ;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA ALIANÇA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA CAMPINA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA CANAÃ PAULISTA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA CASTILHO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA EUROPA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA GRANADA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA GUATAPORANGA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA INDEPENDÊNCIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA LUZITÂNIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA ODESSA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVAIS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVO HORIZONTE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NUPORANGA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OCAUÇU;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;2;0;2;;;Estadual;Formulário 1
SP;ÓLEO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OLÍMPIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ONDA VERDE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ORIENTE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ORINDIÚVA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ORLÂNDIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;OSASCO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;1;2;0;3;;;Estadual;Formulário 1
SP;OSCAR BRESSANE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;OSVALDO CRUZ;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;OURINHOS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OURO VERDE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OUROESTE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PACAEMBU;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALESTINA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALMARES PAULISTA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALMEIRA D'OESTE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALMITAL;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PANORAMA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PARAGUAÇU PAULISTA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PARAIBUNA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARAÍSO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARANAPANEMA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARANAPUÃ;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARAPUÃ;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARDINHO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARIQUERA-AÇU;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PARISI;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PATROCÍNIO PAULISTA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULICÉIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULÍNIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PAULISTÂNIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULO DE FARIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDERNEIRAS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDRA BELA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDRANÓPOLIS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDREGULHO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDREIRA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PEDRINHAS PAULISTA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDRO DE TOLEDO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PENÁPOLIS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEREIRA BARRETO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;2;0;2;;;Estadual;Formulário 1
SP;PEREIRAS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PERUÍBE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;1;3;0;4;;;Estadual;Formulário 1
SP;PIACATU;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIEDADE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PILAR DO SUL;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;2;0;2;;;Estadual;Formulário 1
SP;PINDAMONHANGABA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PINDORAMA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PINHALZINHO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PIQUEROBI;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIQUETE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRACAIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRACICABA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;3;0;3;;;Estadual;Formulário 1
SP;PIRAJU;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRAJUÍ;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRANGI;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRAPORA DO BOM JESUS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRAPOZINHO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRASSUNUNGA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PIRATININGA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PITANGUEIRAS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PLANALTO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PLATINA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POÁ;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;POLONI;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POMPÉIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONGAÍ;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONTAL;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONTALINDA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONTES GESTAL;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POPULINA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PORANGABA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PORTO FELIZ;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PORTO FERREIRA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POTIM;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POTIRENDABA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRACINHA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRADÓPOLIS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PRAIA GRANDE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;1;2;0;3;;;Estadual;Formulário 1
SP;PRATÂNIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE ALVES;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE BERNARDES;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE EPITÁCIO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE PRUDENTE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PRESIDENTE VENCESLAU;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;PROMISSÃO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;QUADRA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;QUATÁ;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;QUEIROZ;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;QUELUZ;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;QUINTANA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RAFARD;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RANCHARIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;REDENÇÃO DA SERRA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;REGENTE FEIJÓ;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;REGINÓPOLIS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;REGISTRO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;1;1;0;2;;;Estadual;Formulário 1
SP;RESTINGA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO BONITO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO BRANCO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO CORRENTE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO DO SUL;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO DOS ÍNDIOS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO GRANDE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO PIRES;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;RIBEIRÃO PRETO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;3;0;3;;;Estadual;Formulário 1
SP;RIFAINA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RINCÃO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;RINÓPOLIS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIO CLARO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIO DAS PEDRAS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIO GRANDE DA SERRA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIOLÂNDIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIVERSUL;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ROSANA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ROSEIRA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RUBIÁCEA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RUBINÉIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SABINO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SAGRES;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALES;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALES OLIVEIRA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALESÓPOLIS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALMOURÃO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALTINHO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALTO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;1;1;0;2;;;Estadual;Formulário 1
SP;SALTO DE PIRAPORA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALTO GRANDE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANDOVALINA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA ADÉLIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA ALBERTINA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA BÁRBARA D'OESTE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;1;2;0;3;;;Estadual;Formulário 1
SP;SANTA BRANCA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA CLARA D'OESTE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA CRUZ DA CONCEIÇÃO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA CRUZ DA ESPERANÇA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;2;0;2;;;Estadual;Formulário 1
SP;SANTA CRUZ DAS PALMEIRAS;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA CRUZ DO RIO PARDO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;SANTA ERNESTINA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA FÉ DO SUL;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA GERTRUDES;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;2;0;2;;;Estadual;Formulário 1
SP;SANTA ISABEL;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA LÚCIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA MARIA DA SERRA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA MERCEDES;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA RITA DO PASSA QUATRO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA RITA D'OESTE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA ROSA DE VITERBO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTA SALETE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTANA DA PONTE PENSA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTANA DE PARNAÍBA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTO ANASTÁCIO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;SANTO ANDRÉ;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;2;2;0;4;;;Estadual;Formulário 1
SP;SANTO ANTÔNIO DA ALEGRIA;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTO ANTÔNIO DE POSSE;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;SANTO ANTÔNIO DO ARACANGUÁ;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTO ANTÔNIO DO JARDIM;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTO ANTÔNIO DO PINHAL;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SANTO EXPEDITO;Morte no trânsito ou em decorrência dele (exceto homicídio doloso);01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
